doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1002/adma.202208332,Zn‐Doped P‐Type InAs Nanocrystal Quantum Dots,Advanced Materials,2022,47,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202208332,True,Pending
10.1021/acs.chemmater.0c03227,Area-Selective Atomic Layer Deposition on Chemically Similar Materials: Achieving Selectivity on Oxide/Oxide Patterns,American Chemical Society,2021,46,,False,Pending
10.1016/j.jcis.2022.04.053,Synergetic metal-semiconductor interaction: Single-atomic Pt decorated CdS nano-photocatalyst for highly water-to-hydrogen conversion,Elsevier BV,2022,45,,False,Pending
10.1021/acs.langmuir.1c02211,Characterizing Self-Assembled Monolayer Breakdown in Area-Selective Atomic Layer Deposition,American Chemical Society,2021,36,,True,Pending
10.1039/d1tc04015d,Achieving area-selective atomic layer deposition with fluorinated self-assembled monolayers,Royal Society of Chemistry,2021,26,,False,Pending
10.3390/molecules26103056,Inherently Area-Selective Atomic Layer Deposition of Manganese Oxide through Electronegativity-Induced Adsorption,Multidisciplinary Digital Publishing Institute,2021,22,https://www.mdpi.com/1420-3049/26/10/3056/pdf?version=1621564391,True,Pending
10.1039/d1dt03456a,Area selective deposition using alternate deposition and etch super-cycle strategies,Royal Society of Chemistry,2021,20,,False,Pending
10.1109/led.2021.3124960,Area-Selective Electroless Deposition of Cu for Hybrid Bonding,Institute of Electrical and Electronics Engineers,2021,28,,True,Pending
10.1039/d4mh01711k,Multifunctional UV photodetect-memristors based on area selective fabricated Ga <sub>2</sub> S <sub>3</sub> /graphene/GaN van der Waals heterojunctions,Royal Society of Chemistry,2025,10,,False,Pending
10.1116/6.0000769,"Area-selective molecular layer deposition of nylon 6,2 polyamide: Growth on carbon and inhibition on silica",American Institute of Physics,2021,22,,False,Pending
10.1021/acsami.0c16817,Additive Lithography–Organic Monolayer Patterning Coupled with an Area-Selective Deposition,American Chemical Society,2021,21,,True,Pending
10.1116/6.0000912,Atomic layer deposition and selective etching of ruthenium for area-selective deposition: Temperature dependence and supercycle design,American Institute of Physics,2021,16,https://avs.scitation.org/doi/pdf/10.1116/6.0000912,True,Pending
10.1016/j.jhazmat.2021.125757,Plasma-induced oxygen vacancies enabled ultrathin ZnO films for highly sensitive detection of triethylamine,Elsevier BV,2021,236,,False,Pending
10.1038/s41586-021-03810-x,Directed assembly of layered perovskite heterostructures as single crystals,Nature Portfolio,2021,115,,False,Pending
10.1116/6.0000894,Thermal atomic layer etching: A review,American Institute of Physics,2021,112,,False,Pending
10.1021/acs.accounts.1c00072,Design Principles for Efficient and Stable Water Splitting Photoelectrocatalysts,American Chemical Society,2021,103,,True,Pending
10.1016/j.talanta.2021.122679,GaOOH-modified metal-organic frameworks UiO-66-NH2: Selective and sensitive sensing four heavy-metal ions in real wastewater by electrochemical method,Elsevier BV,2021,97,,False,Pending
10.1002/aelm.202100499,One Nanometer HfO<sub>2</sub>‐Based Ferroelectric Tunnel Junctions on Silicon,Wiley,2021,95,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202100499,True,Pending
10.1016/j.snb.2021.129572,Rational design of ordered porous SnO2/ZrO2 thin films for fast and selective triethylamine detection with humidity resistance,Elsevier BV,2021,90,,False,Pending
10.1016/j.snb.2021.130429,Fe2O3-sensitized SnO2 nanosheets via atomic layer deposition for sensitive formaldehyde detection,Elsevier BV,2021,76,,False,Pending
10.1016/j.snb.2021.130807,Gas sensor based on cobalt-doped 3D inverse opal SnO2 for air quality monitoring,Elsevier BV,2021,70,,False,Pending
10.1002/smll.202105083,Grafting Hypercrosslinked Polymers on TiO<sub>2</sub> Surface for Anchoring Ultrafine Pd Nanoparticles: Dramatically Enhanced Efficiency and Selectivity toward Photocatalytic Reduction of CO<sub>2</sub> to CH<sub>4</sub>,Wiley,2021,59,,False,Pending
10.1063/5.0047811,Discharge physics and atomic layer etching in Ar/C4F6 inductively coupled plasmas with a radio frequency bias,American Institute of Physics,2021,55,https://aip.scitation.org/doi/pdf/10.1063/5.0047811,True,Pending
10.1016/j.cclet.2020.12.021,Covalent organic framework stabilized CdS nanoparticles as efficient visible-light-driven photocatalysts for selective oxidation of aromatic alcohols,Elsevier BV,2021,53,,False,Pending
10.3390/polym13081346,Is Poly(methyl methacrylate) (PMMA) a Suitable Substrate for ALD?: A Review,Multidisciplinary Digital Publishing Institute,2021,52,https://www.mdpi.com/2073-4360/13/8/1346/pdf?version=1619071012,True,Pending
10.1016/j.snb.2020.129403,Atomic layer deposition – state-of-the-art approach to nanoscale hetero-interfacial engineering of chemical sensors electrodes: A review,Elsevier BV,2021,50,,False,Pending
10.1002/adfm.202103936,Hybrid Devices by Selective and Conformal Deposition of PtSe<sub>2</sub> at Low Temperatures,Wiley,2021,36,,True,Pending
10.1021/acs.chemmater.0c04496,Area-Selective Atomic Layer Deposition of Ruthenium Using a Novel Ru Precursor and H<sub>2</sub>O as a Reactant,American Chemical Society,2021,28,,False,Pending
10.1021/acs.chemmater.1c02842,Nanopatterned Area-Selective Vapor Deposition of PEDOT on SiO<sub>2</sub> vs Si-H: Improved Selectivity Using Chemical Vapor Deposition vs Molecular Layer Deposition,American Chemical Society,2021,22,,False,Pending
10.1021/acsami.1c04405,Cyclic Plasma Halogenation of Amorphous Carbon for Defect-Free Area-Selective Atomic Layer Deposition of Titanium Oxide,American Chemical Society,2021,14,,True,Pending
10.1002/admi.202100846,Selectivity Enhancement for Ruthenium Atomic Layer Deposition in Sub‐50 nm Nanopatterns by Diffusion and Size‐Dependent Reactivity,Wiley,2021,12,,True,Pending
10.1021/acs.chemmater.1c00241,Substrate Effects on Crystal Phase in Atomic Layer Deposition of Tin Monosulfide,American Chemical Society,2021,8,,True,Pending
10.1116/6.0001061,Titanium infiltration into ultrathin PMMA brushes,American Institute of Physics,2021,3,,False,Pending
10.1063/5.0246311,Topographically selective atomic layer deposition within trenches enabled by an amorphous carbon inhibition layer,American Institute of Physics,2025,3,,True,Pending
10.1016/j.apsusc.2021.149250,Characteristics of highly sensitive and selective nitric oxide gas sensors using defect-functionalized single-walled carbon nanotubes at room temperature,Elsevier BV,2021,45,,False,Pending
10.1016/j.nantod.2021.101347,Area-selective and precise assembly of metal organic framework particles by atomic layer deposition induction and its application for ultra-sensitive dopamine sensor,Elsevier BV,2021,33,,True,Pending
10.1063/5.0053666,Plasma processing for advanced microelectronics beyond CMOS,American Institute of Physics,2021,31,https://aip.scitation.org/doi/pdf/10.1063/5.0053666,True,Pending
10.1021/acsami.1c10616,B-Doped δ-Layers and Nanowires from Area-Selective Deposition of BCl<sub>3</sub> on Si(100),American Chemical Society,2021,27,,True,Pending
10.1021/acs.langmuir.1c00212,Selective Gas-Phase Functionalization of SiO<sub>2</sub> and SiN<i><sub>x</sub></i> Surfaces with Hydrocarbons,American Chemical Society,2021,17,,False,Pending
10.1116/6.0001449,Area-selective atomic layer deposition of Al2O3 on SiN<i>x</i> with SiO2 as the nongrowth surface,American Institute of Physics,2021,14,,False,Pending
10.1021/acsnano.1c04086,Multimaterial Self-Aligned Nanopatterning by Simultaneous Adjacent Thin Film Deposition and Etching,American Chemical Society,2021,18,,False,Pending
10.1021/acs.chemmater.0c03668,Area-Selective Molecular Layer Deposition of a Silicon Oxycarbide Low-<i>k</i> Dielectric,American Chemical Society,2021,17,,False,Pending
10.1116/6.0000699,Mechanism for growth initiation on aminosilane-functionalized SiO2 during area-selective atomic layer deposition of ZrO2,American Institute of Physics,2021,16,,False,Pending
10.1021/acs.jpclett.1c00415,Area Selective Deposition of Metals from the Electrical Resistivity of the Substrate,American Chemical Society,2021,12,,True,Pending
10.1116/6.0001033,Hollow cathode plasma electron source for low temperature deposition of cobalt films by electron-enhanced atomic layer deposition,American Institute of Physics,2021,12,,False,Pending
10.1021/acs.chemmater.1c00823,Atomic Layer Nucleation Engineering: Inhibitor-Free Area-Selective Atomic Layer Deposition of Oxide and Nitride,American Chemical Society,2021,12,,False,Pending
10.1021/acsami.1c15569,Construction of Inverse Metal–Zeolite Interfaces via Area-Selective Atomic Layer Deposition,American Chemical Society,2021,9,https://pubs.acs.org/doi/pdf/10.1021/acsami.1c15569,True,Pending
10.7498/aps.70.20201436,Development and application of vapor deposition technology in atomic manufacturing,Science Press,2021,6,,True,Pending
10.1557/s43578-020-00013-4,Increased selectivity in area-selective ALD by combining nucleation enhancement and SAM-based inhibition,Springer Nature,2021,13,,False,Pending
10.1021/acsapm.1c00692,Dopamine-Mediated Polymer Coating Facilitates Area-Selective Atomic Layer Deposition,American Chemical Society,2021,12,,True,Pending
10.1039/d1dt01380g,Facile rearrangement of molecular layer deposited metalcone thin films by electron beam irradiation for area selective atomic layer deposition,Royal Society of Chemistry,2021,11,,False,Pending
10.1021/acsami.1c16112,Dry-Etchable Molecular Layer-Deposited Inhibitor Using Annealed Indicone Film for Nanoscale Area-Selective Deposition,American Chemical Society,2021,10,,False,Pending
10.1021/acsaelm.1c00219,Nanomechanical Characterization of Organic Surface Passivation Films on 50 nm Patterns during Area-Selective Deposition,American Chemical Society,2021,9,,False,Pending
10.1116/6.0000649,Low temperature Topographically Selective Deposition by Plasma Enhanced Atomic Layer Deposition with ion bombardment assistance,American Institute of Physics,2021,7,,False,Pending
10.1016/j.apsusc.2021.152056,Fluorine-containing polymeric inhibitor for highly selective and durable area-selective atomic layer deposition,Elsevier BV,2021,7,,True,Pending
10.3390/coatings11091124,Self-Aligned Thin-Film Patterning by Area-Selective Etching of Polymers,Multidisciplinary Digital Publishing Institute,2021,5,https://www.mdpi.com/2079-6412/11/9/1124/pdf?version=1631782181,True,Pending
10.1088/1361-6528/ac3bed,Bottom-up nanoscale patterning and selective deposition on silicon nanowires,IOP Publishing,2021,5,,False,Pending
10.1116/6.0001076,Area selective deposition of iron films using temperature sensitive masking materials and plasma electrons as reducing agents,American Institute of Physics,2021,1,,False,Pending
10.1116/6.0000701,Area-selective atomic layer deposition of noble metals: Polymerized fluorocarbon layers as effective growth inhibitors,American Institute of Physics,2021,3,,False,Pending
10.1016/j.apsusc.2021.149806,Area-selective Electron-beam induced deposition of Amorphous-BNx on graphene,Elsevier BV,2021,2,,True,Pending
10.1116/6.0001205,Tunable and scalable fabrication of plasmonic dimer arrays with sub-10 nm nanogaps by area-selective atomic layer deposition,Journal of Vacuum Science & Technology B Nanotechnology and Microelectronics Materials Processing Measurement and Phenomena,2021,2,,True,Pending
10.1116/6.0001250,Selective dry etching of UV-nanoimprinted resin passivation masks for area selective atomic layer deposition of aluminum oxide,Journal of Vacuum Science & Technology B Nanotechnology and Microelectronics Materials Processing Measurement and Phenomena,2021,2,,False,Pending
10.1126/science.aaz8541,Semiconductor quantum dots: Technological progress and future challenges,American Association for the Advancement of Science,2021,1644,,True,Pending
10.1016/j.jddst.2020.102308,"Quantum dots: Prospectives, toxicity, advances and applications",Elsevier BV,2021,345,,False,Pending
10.1016/j.seppur.2021.120270,Construction of nanodiamonds/UiO-66-NH2 heterojunction for boosted visible-light photocatalytic degradation of antibiotics,Elsevier BV,2021,183,,False,Pending
10.1016/j.ccr.2021.213781,Two-dimensional MOF and COF nanosheets for next-generation optoelectronic applications,Elsevier BV,2021,176,,False,Pending
10.1002/adma.202006004,Recent Progress on Perovskite Surfaces and Interfaces in Optoelectronic Devices,Advanced Materials,2021,174,,False,Pending
10.1021/accountsmr.1c00057,Engineering Hydrogels for Efficient Solar Desalination and Water Purification,American Chemical Society,2021,167,,False,Pending
10.1016/j.jhazmat.2021.127721,"Advances in preparation, mechanism and applications of graphene quantum dots/semiconductor composite photocatalysts: A review",Elsevier BV,2021,140,,False,Pending
10.3390/chemosensors9080225,Preparation and Application of 2D MXene-Based Gas Sensors: A Review,Multidisciplinary Digital Publishing Institute,2021,139,https://www.mdpi.com/2227-9040/9/8/225/pdf?version=1629789247,True,Pending
10.1063/5.0039564,"Controlling surface/interface states in GaN-based transistors: Surface model, insulated gate, and surface passivation",American Institute of Physics,2021,114,https://aip.scitation.org/doi/pdf/10.1063/5.0039564,True,Pending
10.1016/j.cej.2021.132853,Metal-free four-in-one modification of g-C3N4 for superior photocatalytic CO2 reduction and H2 evolution,Elsevier BV,2021,114,,False,Pending
10.1016/j.jes.2021.07.015,Application of aluminosilicate clay mineral-based composites in photocatalysis,Elsevier BV,2021,111,,False,Pending
10.1016/j.carbon.2021.04.070,Multifunctional carbon dot/MXene heterojunctions for alleviation of tumor hypoxia and enhanced sonodynamic therapy,Elsevier BV,2021,107,,False,Pending
10.1021/acs.jpca.1c00629,Twisted Intramolecular Charge Transfer (TICT) Controlled by Dimerization: An Overlooked Piece of the TICT Puzzle,American Chemical Society,2021,95,https://pubs.acs.org/doi/pdf/10.1021/acs.jpca.1c00629,True,Pending
10.1016/j.cattod.2021.08.016,Recent developments in polydopamine-based photocatalytic nanocomposites for energy production: Physico-chemical properties and perspectives,Elsevier BV,2021,92,,True,Pending
10.1021/acsami.1c12615,Comprehensively Improved Performance of β-Ga<sub>2</sub>O<sub>3</sub> Solar-Blind Photodetector Enabled by a Homojunction with Unique Passivation Mechanisms,American Chemical Society,2021,88,,False,Pending
10.1021/acs.accounts.1c00343,Highly Stable Inorganic Lead Halide Perovskite toward Efficient Photovoltaics,American Chemical Society,2021,85,,False,Pending
10.1002/aesr.202000073,Functionalized Graphitic Carbon Nitrides for Environmental and Sensing Applications,Wiley,2021,80,,True,Pending
10.1002/anie.202108605,Microporous Carbon Nitride (C<sub>3</sub>N<sub>5.4</sub>) with Tetrazine based Molecular Structure for Efficient Adsorption of CO<sub>2</sub> and Water,Wiley,2021,78,,False,Pending
