doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1021/acs.nanolett.6b03448,High-Energy All-Solid-State Lithium Batteries with Ultralong Cycle Life,2016.0,348,0.99728311,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acs.nanolett.8b03902,Li<sub>3</sub>N-Modified Garnet Electrolyte for All-Solid-State Lithium Metal Batteries Operated at 40 °C,2018.0,348,0.99442214,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1149/1.3474232,Compatibility of Li[sub 7]La[sub 3]Zr[sub 2]O[sub 12] Solid Electrolyte to All-Solid-State Battery Using Li Metal Anode,2010.0,345,0.99141196,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acs.nanolett.7b00330,Infiltration of Solution-Processable Solid Electrolytes into Conventional Li-Ion-Battery Electrodes for All-Solid-State Li-Ion Batteries,2017.0,345,0.99617656,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.nanoen.2019.03.051,Rechargeable solid-state lithium metal batteries with vertically aligned ceramic nanoparticle/polymer composite electrolyte,2019.0,344,0.99739795,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsami.6b13902,Gallium-Doped Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Garnet-Type Electrolytes with High Lithium-Ion Conductivity,2016.0,342,0.99109818,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201902767,"Ultrathin, Flexible Polymer Electrolyte for Cost‐Effective Fabrication of All‐Solid‐State Lithium Metal Batteries",2019.0,340,0.99618097,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1039/c7ta10517g,Li<sub>0.33</sub>La<sub>0.557</sub>TiO<sub>3</sub> ceramic nanofiber-enhanced polyethylene oxide-based composite polymer electrolytes for all-solid-state lithium batteries,2018.0,339,0.9963824,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1021/jacs.8b04612,Ultrahigh Performance All Solid-State Lithium Sulfur Batteries: Salt Anion’s Chemistry-Induced Anomalous Synergistic Effect,2018.0,337,0.99358012,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2019.01.007,Anion-immobilized polymer electrolyte achieved by cationic metal-organic framework filler for dendrite-free solid-state batteries,2019.0,336,0.99598246,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jacs.1c00752,Interfacial Chemistry Enables Stable Cycling of All-Solid-State Li Metal Batteries at High Current Densities,2021.0,335,0.998751,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jz5026273,Prospects and Limits of Energy Storage in Batteries,2015.0,334,0.99494378,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.jpowsour.2011.04.047,Fabrication of all-solid-state lithium battery with lithium metal anode using Al2O3-added Li7La3Zr2O12 solid electrolyte,2011.0,333,0.99320041,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.joule.2020.03.012,The Thermal Stability of Lithium Solid Electrolytes with Metallic Lithium,2020.0,333,0.99646294,http://www.cell.com/article/S2542435120301276/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adma.201707132,3D‐Printing Electrolytes for Solid‐State Batteries,2018.0,329,0.99459144,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acs.nanolett.8b00659,"Mg<sub>2</sub>B<sub>2</sub>O<sub>5</sub> Nanowire Enabled Multifunctional Solid-State Electrolytes with High Ionic Conductivity, Excellent Mechanical Properties, and Flame-Retardant Performance",2018.0,329,0.99504584,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jacs.8b07670,Accumulation of Glassy Poly(ethylene oxide) Anchored in a Covalent Organic Framework as a Solid-State Li<sup>+</sup> Electrolyte,2018.0,329,0.99175065,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.202103720,"Scalable, Ultrathin, and High‐Temperature‐Resistant Solid Polymer Electrolytes for Energy‐Dense Lithium Metal Batteries",2022.0,329,0.99905908,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.joule.2019.03.022,Stabilizing Solid Electrolyte-Anode Interface in Li-Metal Batteries by Boron Nitride-Based Nanocomposite Coating,2019.0,328,0.99691025,http://www.cell.com/article/S254243511930162X/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2020.01.006,Porous film host-derived 3D composite polymer electrolyte for high-voltage solid state lithium batteries,2020.0,325,0.99772902,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adfm.201909392,Enabling Stable Cycling of 4.2 V High‐Voltage All‐Solid‐State Batteries with PEO‐Based Solid Electrolyte,2020.0,325,0.99703962,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/jacs.7b10593,Atomic-Scale Influence of Grain Boundaries on Li-Ion Conduction in Solid Electrolytes for All-Solid-State Batteries,2017.0,319,0.99099285,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsami.8b05132,Degradation Mechanisms at the Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub>/LiCoO<sub>2</sub> Cathode Interface in an All-Solid-State Lithium-Ion Battery,2018.0,318,0.99505478,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41560-023-01279-8,Hard-carbon-stabilized Li–Si anodes for high-performance all-solid-state Li-ion batteries,2023.0,318,0.99955419,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.201600736,Interface‐Engineered All‐Solid‐State Li‐Ion Batteries Based on Garnet‐Type Fast Li<sup>+</sup> Conductors,2016.0,316,0.99677579,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201600736,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202000648,Garnet Solid Electrolyte for Advanced All‐Solid‐State Li Batteries,2020.0,316,0.99670626,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.mattod.2018.04.004,High-rate lithium cycling in a scalable trilayer Li-garnet-electrolyte architecture,2018.0,315,0.99498795,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2019.12.024,Batteries with high theoretical energy densities,2019.0,315,0.99111481,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acs.accounts.0c00874,Innovative Approaches to Li-Argyrodite Solid Electrolytes for All-Solid-State Lithium Batteries,2021.0,314,0.99755672,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jacs.9b10418,A Metal–Organic Framework of Organic Vertices and Polyoxometalate Linkers as a Solid-State Electrolyte,2019.0,312,0.99477082,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.electacta.2011.04.084,Sulfur–carbon composite electrode for all-solid-state Li/S battery with Li2S–P2S5 solid electrolyte,2011.0,311,0.99257991,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201803440,Dopant‐Dependent Stability of Garnet Solid Electrolyte Interfaces with Lithium Metal,2019.0,308,0.99681971,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201803440,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.nanoen.2018.09.061,Interface engineering of sulfide electrolytes for all-solid-state lithium batteries,2018.0,306,0.99312124,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adma.201804815,An Electron/Ion Dual‐Conductive Alloy Framework for High‐Rate and High‐Capacity Solid‐State Lithium‐Metal Batteries,2018.0,306,0.99419491,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.201807243,Lithium–Graphite Paste: An Interface Compatible Anode for Solid‐State Batteries,2019.0,306,0.9974324,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acs.chemmater.6b00579,Structural and Electrochemical Consequences of Al and Ga Cosubstitution in Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Solid Electrolytes,2016.0,304,0.99388699,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.6b00579,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201701437,Flexible Composite Solid Electrolyte Facilitating Highly Stable “Soft Contacting” Li–Electrolyte Interface for Solid State Lithium‐Ion Batteries,2017.0,304,0.99380069,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.201903422,A Versatile Sn‐Substituted Argyrodite Sulfide Electrolyte for All‐Solid‐State Li Metal Batteries,2020.0,304,0.99598983,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acs.nanolett.8b01421,PVDF/Palygorskite Nanowire Composite Electrolyte for 4 V Rechargeable Lithium Batteries with High Energy Density,2018.0,303,0.99417708,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41560-023-01387-5,Fast-charging capability of graphite-based lithium-ion batteries enabled by Li3P-based crystalline solid–electrolyte interphase,2023.0,303,0.99946012,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/0013-4686(93)80054-4,Directions in secondary lithium battery research and development,1993.0,300,0.99198191,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/batt.201800149,"The Indium−Lithium Electrode in Solid‐State Lithium‐Ion Batteries: Phase Formation, Redox Potentials, and Interface Stability",2019.0,300,0.99402779,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-020-19726-5,In-situ visualization of the space-charge-layer effect on interfacial lithium-ion transport in all-solid-state batteries,2020.0,297,0.9944894,https://www.nature.com/articles/s41467-020-19726-5.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202015238,Lithium‐Metal Anode Instability of the Superionic Halide Solid Electrolytes and the Implications for Solid‐State Batteries,2020.0,296,0.99291221,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202000845,Electrospinning‐Based Strategies for Battery Materials,2020.0,294,0.99703665,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202000845,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acs.nanolett.9b04815,"A Fireproof, Lightweight, Polymer–Polymer Solid-State Electrolyte for Safe Lithium Batteries",2020.0,291,0.99571048,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1073/pnas.2020357118,Effects of fluorinated solvents on electrolyte solvation structures and electrode/electrolyte interphases for lithium metal batteries,2021.0,288,0.99762078,,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/anie.202110917,Stable Interface Chemistry and Multiple Ion Transport of Composite Electrolyte Contribute to Ultra‐long Cycling Solid‐State LiNi<sub>0.8</sub>Co<sub>0.1</sub>Mn<sub>0.1</sub>O<sub>2</sub>/Lithium Metal Batteries,2021.0,286,0.99691182,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-35857-x,Tailoring polymer electrolyte ionic conductivity for production of low- temperature operating quasi-all-solid-state lithium metal batteries,2023.0,286,0.9993702,https://www.nature.com/articles/s41467-023-35857-x.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsami.7b03887,Garnet Solid Electrolyte Protected Li-Metal Batteries,2017.0,285,0.99537235,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.202100126,"Single‐ or Poly‐Crystalline Ni‐Rich Layered Cathode, Sulfide or Halide Solid Electrolyte: Which Will be the Winners for All‐Solid‐State Batteries?",2021.0,285,0.99791818,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41586-023-06653-w,Interface design for all-solid-state lithium batteries,2023.0,284,0.99937014,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.201914417,Graphitic Carbon Nitride (g‐C<sub>3</sub>N<sub>4</sub>): An Interface Enabler for Solid‐State Lithium Metal Batteries,2019.0,283,0.99640114,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsami.8b06366,Stabilizing the Interface of NASICON Solid Electrolyte against Li Metal with Atomic Layer Deposition,2018.0,282,0.99181139,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/anie.201708637,Transient Behavior of the Metal Interface in Lithium Metal–Garnet Batteries,2017.0,279,0.99381448,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.201709305,Lithium Azide as an Electrolyte Additive for All‐Solid‐State Lithium–Sulfur Batteries,2017.0,278,0.99259668,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1073/pnas.1907507116,High-performance all-solid-state batteries enabled by salt bonding to perovskite in poly(ethylene oxide),2019.0,278,0.9963881,https://www.pnas.org/content/pnas/116/38/18815.full.pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acs.nanolett.1c01344,Flexible Sulfide Electrolyte Thin Membrane with Ultrahigh Ionic Conductivity for All-Solid-State Lithium Batteries,2021.0,278,0.99774889,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1149/1.3256129,"A Solid-State, Rechargeable, Long Cycle Life Lithium–Air Battery",2009.0,276,0.99571512,https://iopscience.iop.org/article/10.1149/1.3256129/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsenergylett.0c00207,Ultrastable Anode Interface Achieved by Fluorinating Electrolytes for All-Solid-State Li Metal Batteries,2020.0,275,0.99589963,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsami.9b02675,"Interface in Solid-State Lithium Battery: Challenges, Progress, and Outlook",2019.0,274,0.9960774,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.202003190,New Cost‐Effective Halide Solid Electrolytes for All‐Solid‐State Batteries: Mechanochemically Prepared Fe<sup>3+</sup>‐Substituted Li<sub>2</sub>ZrCl<sub>6</sub>,2021.0,274,0.99714494,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1039/c6ee02888h,Alternative strategy for a safe rechargeable battery,2016.0,273,0.99554909,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201701963,Universal Soldering of Lithium and Sodium Alloys on Various Substrates for Batteries,2017.0,273,0.9920682,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsami.7b16176,Interface Re-Engineering of Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub> Electrolyte and Lithium anode for All-Solid-State Lithium Batteries with Ultralong Cycle Life,2017.0,273,0.99116289,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201702374,Germanium Thin Film Protected Lithium Aluminum Germanium Phosphate for Solid‐State Li Batteries,2018.0,273,0.99325486,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/ange.201607539,Lithium Ion Pathway within Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>‐Polyethylene Oxide Composite Electrolytes,2016.0,272,0.99568094,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/advs.201901036,Differentiated Lithium Salt Design for Multilayered PEO Electrolyte Enables a High‐Voltage Solid‐State Lithium Metal Battery,2019.0,272,0.99565461,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201901036,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acs.jpclett.5b01814,Attainable Gravimetric and Volumetric Energy Density of Li–S and Li Ion Battery Cells with Solid Separator-Protected Li Metal Anodes,2015.0,270,0.99480317,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.joule.2017.12.010,Water Desalination with Energy Storage Electrode Materials,2018.0,270,0.99615186,http://www.cell.com/article/S2542435117302258/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acs.chemmater.5b04940,Bulk-Type All Solid-State Batteries with 5 V Class LiNi<sub>0.5</sub>Mn<sub>1.5</sub>O<sub>4</sub> Cathode and Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub> Solid Electrolyte,2016.0,266,0.99343151,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-022-31792-5,Rational design of a topological polymeric solid electrolyte for high-performance all-solid-state alkali metal batteries,2022.0,264,0.99842358,https://www.nature.com/articles/s41467-022-31792-5.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-021-27311-7,Growth of lithium-indium dendrites in all-solid-state lithium-based batteries with sulfide electrolytes,2021.0,263,0.99644516,https://www.nature.com/articles/s41467-021-27311-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202201762,In Situ Catalytic Polymerization of a Highly Homogeneous PDOL Composite Electrolyte for Long‐Cycle High‐Voltage Solid‐State Lithium Batteries,2022.0,262,0.9984876,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.elecom.2011.02.035,High lithium ion conductive Li7La3Zr2O12 by inclusion of both Al and Si,2011.0,257,0.99339156,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsenergylett.0c01209,Efficient Low-Temperature Cycling of Lithium Metal Anodes by Tailoring the Solid-Electrolyte Interphase,2020.0,256,0.9958051,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201901604,Constructing Multifunctional Interphase between Li<sub>1.4</sub>Al<sub>0.4</sub>Ti<sub>1.6</sub>(PO<sub>4</sub>)<sub>3</sub> and Li Metal by Magnetron Sputtering for Highly Stable Solid‐State Lithium Metal Batteries,2019.0,252,0.99397585,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.201906221,Tape‐Casting Li<sub>0.34</sub>La<sub>0.56</sub>TiO<sub>3</sub> Ceramic Electrolyte Films Permit High Energy Density of Lithium‐Metal Batteries,2019.0,252,0.99561998,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.201703474,"Flexible, Scalable, and Highly Conductive Garnet‐Polymer Solid Electrolyte Templated by Bacterial Cellulose",2018.0,249,0.99214998,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2018.03.015,Dendrite-free Li metal deposition in all-solid-state lithium sulfur batteries with polymer-in-salt polysiloxane electrolyte,2018.0,249,0.99477408,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsami.8b06658,Lithium-Salt-Rich PEO/Li<sub>0.3</sub>La<sub>0.557</sub>TiO<sub>3</sub> Interpenetrating Composite Electrolyte with Three-Dimensional Ceramic Nano-Backbone for All-Solid-State Lithium-Ion Batteries,2018.0,249,0.99426173,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1149/1945-7111/ab9a2c,Influence of NCM Particle Cracking on Kinetics of Lithium-Ion Batteries with Liquid or Solid Electrolyte,2020.0,248,0.99350263,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/jacs.0c12965,Bridging Interparticle Li<sup>+</sup> Conduction in a Soft Ceramic Oxide Electrolyte,2021.0,247,0.99703992,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
